,监测时间,监测因子,监测日期,折算浓度,标准浓度,pscode,mpcode
129,2020-01-26 00:00:00,氯化氢,20200126,2.19,50,0D5F210D2E72049F94F5EB7E053E76EC,0D5F210D2E72049F8E11D4A27EB7E1F6
130,2020-01-27 00:00:00,颗粒物,20200127,3.97,20,0D5F210D2E72049F94F5EB7E053E76EC,0D5F210D2E72049F8E11D4A27EB7E1F6
131,2020-01-27 00:00:00,二氧化硫,20200127,12.86,80,0D5F210D2E72049F94F5EB7E053E76EC,0D5F210D2E72049F8E11D4A27EB7E1F6
132,2020-01-27 00:00:00,氮氧化物,20200127,112.39,250,0D5F210D2E72049F94F5EB7E053E76EC,0D5F210D2E72049F8E11D4A27EB7E1F6
133,2020-01-27 00:00:00,一氧化碳,20200127,2.98,80,0D5F210D2E72049F94F5EB7E053E76EC,0D5F210D2E72049F8E11D4A27EB7E1F6
134,2020-01-27 00:00:00,氯化氢,20200127,1.85,50,0D5F210D2E72049F94F5EB7E053E76EC,0D5F210D2E72049F8E11D4A27EB7E1F6
135,2020-01-28 00:00:00,颗粒物,20200128,4.05,20,0D5F210D2E72049F94F5EB7E053E76EC,0D5F210D2E72049F8E11D4A27EB7E1F6
136,2020-01-28 00:00:00,二氧化硫,20200128,13.45,80,0D5F210D2E72049F94F5EB7E053E76EC,0D5F210D2E72049F8E11D4A27EB7E1F6
137,2020-01-28 00:00:00,氮氧化物,20200128,122.37,250,0D5F210D2E72049F94F5EB7E053E76EC,0D5F210D2E72049F8E11D4A27EB7E1F6
138,2020-01-28 00:00:00,一氧化碳,20200128,2.45,80,0D5F210D2E72049F94F5EB7E053E76EC,0D5F210D2E72049F8E11D4A27EB7E1F6
139,2020-01-28 00:00:00,氯化氢,20200128,2.11,50,0D5F210D2E72049F94F5EB7E053E76EC,0D5F210D2E72049F8E11D4A27EB7E1F6
140,2020-01-29 00:00:00,颗粒物,20200129,3.86,20,0D5F210D2E72049F94F5EB7E053E76EC,0D5F210D2E72049F8E11D4A27EB7E1F6
141,2020-01-29 00:00:00,二氧化硫,20200129,12.94,80,0D5F210D2E72049F94F5EB7E053E76EC,0D5F210D2E72049F8E11D4A27EB7E1F6
142,2020-01-29 00:00:00,氮氧化物,20200129,116.94,250,0D5F210D2E72049F94F5EB7E053E76EC,0D5F210D2E72049F8E11D4A27EB7E1F6
143,2020-01-29 00:00:00,一氧化碳,20200129,2.65,80,0D5F210D2E72049F94F5EB7E053E76EC,0D5F210D2E72049F8E11D4A27EB7E1F6
144,2020-01-29 00:00:00,氯化氢,20200129,2.88,50,0D5F210D2E72049F94F5EB7E053E76EC,0D5F210D2E72049F8E11D4A27EB7E1F6
145,2020-01-30 00:00:00,颗粒物,20200130,3.93,20,0D5F210D2E72049F94F5EB7E053E76EC,0D5F210D2E72049F8E11D4A27EB7E1F6
146,2020-01-30 00:00:00,二氧化硫,20200130,12.65,80,0D5F210D2E72049F94F5EB7E053E76EC,0D5F210D2E72049F8E11D4A27EB7E1F6
147,2020-01-30 00:00:00,氮氧化物,20200130,122.96,250,0D5F210D2E72049F94F5EB7E053E76EC,0D5F210D2E72049F8E11D4A27EB7E1F6
148,2020-01-30 00:00:00,一氧化碳,20200130,0.79,80,0D5F210D2E72049F94F5EB7E053E76EC,0D5F210D2E72049F8E11D4A27EB7E1F6
149,2020-01-30 00:00:00,氯化氢,20200130,3.58,50,0D5F210D2E72049F94F5EB7E053E76EC,0D5F210D2E72049F8E11D4A27EB7E1F6
150,2020-01-31 00:00:00,颗粒物,20200131,4.01,20,0D5F210D2E72049F94F5EB7E053E76EC,0D5F210D2E72049F8E11D4A27EB7E1F6
151,2020-01-31 00:00:00,二氧化硫,20200131,10.99,80,0D5F210D2E72049F94F5EB7E053E76EC,0D5F210D2E72049F8E11D4A27EB7E1F6
152,2020-01-31 00:00:00,氮氧化物,20200131,124.66,250,0D5F210D2E72049F94F5EB7E053E76EC,0D5F210D2E72049F8E11D4A27EB7E1F6
153,2020-01-31 00:00:00,一氧化碳,20200131,1.13,80,0D5F210D2E72049F94F5EB7E053E76EC,0D5F210D2E72049F8E11D4A27EB7E1F6
154,2020-01-31 00:00:00,氯化氢,20200131,2.76,50,0D5F210D2E72049F94F5EB7E053E76EC,0D5F210D2E72049F8E11D4A27EB7E1F6
155,2020-02-01 00:00:00,颗粒物,20200201,3.86,20,0D5F210D2E72049F94F5EB7E053E76EC,0D5F210D2E72049F8E11D4A27EB7E1F6
156,2020-02-01 00:00:00,二氧化硫,20200201,9.85,80,0D5F210D2E72049F94F5EB7E053E76EC,0D5F210D2E72049F8E11D4A27EB7E1F6
157,2020-02-01 00:00:00,氮氧化物,20200201,134.02,250,0D5F210D2E72049F94F5EB7E053E76EC,0D5F210D2E72049F8E11D4A27EB7E1F6
158,2020-02-01 00:00:00,一氧化碳,20200201,3.47,80,0D5F210D2E72049F94F5EB7E053E76EC,0D5F210D2E72049F8E11D4A27EB7E1F6
159,2020-02-01 00:00:00,氯化氢,20200201,3.49,50,0D5F210D2E72049F94F5EB7E053E76EC,0D5F210D2E72049F8E11D4A27EB7E1F6
160,2020-02-02 00:00:00,颗粒物,20200202,3.88,20,0D5F210D2E72049F94F5EB7E053E76EC,0D5F210D2E72049F8E11D4A27EB7E1F6
161,2020-02-02 00:00:00,二氧化硫,20200202,9.42,80,0D5F210D2E72049F94F5EB7E053E76EC,0D5F210D2E72049F8E11D4A27EB7E1F6
